Date,Monthly_Income,Monthly_Expenditure,Savings_Ratio,Debt_to_Income_Ratio,Financial_Stability_Index,Investment_Amount,Credit_Score,Risk_Tolerance_Level,Expense_Category,Purchase_Amount,Purchase_Priority,Urgency_Score,Is_Feasible,Remaining_Budget,Budget_Utilization_Percentage
2024-02-18,78511.33,65933.1,0.219,0.665,0.518,194767.66,701,0.633,Rent/Bills,332.72,3,1,1,12578.229999999996,83.97908938748077
2024-02-19,92413.44,77191.95,0.069,0.392,0.521,108421.98,627,0.976,Entertainment,161.03,1,3,0,15221.490000000003,83.52892176722347
2024-02-20,83554.02,43397.8,0.228,0.378,0.515,126695.39,612,0.311,Healthcare,1971.13,3,1,1,40156.22,51.93981091514208
2024-02-21,53293.11,33341.22,0.349,0.571,0.565,54955.86,718,0.461,Healthcare,600.61,3,2,1,19951.89,62.56197095647074
2024-02-22,87603.96,78186.08,0.353,0.593,0.583,101864.64,681,0.674,Travel,1149.23,2,1,0,9417.880000000005,89.24948141613689
2024-02-23,92211.71,72478.98,0.246,0.433,0.562,91538.4,710,0.542,Entertainment,855.08,2,4,0,19732.73000000001,78.60062458444811
2024-02-24,91195.81,37717.1,0.296,0.208,0.661,24230.21,699,0.843,Travel,1427.96,1,5,1,53478.71,41.35836942508653
2024-02-25,101615.61,43959.15,0.581,0.381,0.715,30170.47,651,0.762,Healthcare,636.63,3,3,1,57656.46,43.260233344069874
2024-02-26,96678.44,61097.46,0.258,0.681,0.472,169119.78,698,0.058,Entertainment,163.28,2,2,1,35580.98,63.1965720588789
2024-02-27,89183.6,76217.21,0.192,0.552,0.545,55565.79,638,0.998,Travel,341.05,1,5,0,12966.39,85.46101525392561
2024-02-28,78596.69,52608.76,0.184,0.587,0.507,47042.07,770,0.752,Travel,969.7,1,5,1,25987.93,66.93508339855025
2024-02-29,46780.78,30356.34,0.302,0.12,0.659,105933.18,632,0.864,Rent/Bills,1404.98,2,2,1,16424.44,64.89062388442434
2024-03-01,88592.36,40109.03,0.468,0.381,0.673,156061.95,690,0.651,Electronics,745.89,2,3,1,48483.33,45.27368951453602
2024-03-02,84153.75,61296.76,0.163,0.488,0.535,21769.84,648,0.856,Healthcare,811.56,2,2,1,22856.99,72.83901192757305
2024-03-03,85431.58,69289.42,0.44,0.598,0.558,119593.5,729,0.112,Healthcare,761.1,2,2,0,16142.160000000003,81.10516041023705
2024-03-04,54465.03,32145.8,0.062,0.13,0.528,32649.98,683,0.348,Entertainment,1321.4,1,1,1,22319.23,59.02099016561636
2024-03-05,58378.87,45991.22,0.28,0.611,0.568,16927.6,674,0.876,Groceries,721.66,2,5,0,12387.65,78.78059304676503
2024-03-06,101063.06,89161.7,0.477,0.429,0.61,20021.35,743,0.202,Healthcare,699.3,2,1,0,11901.36,88.22382777643978
2024-03-07,79208.9,39753.62,0.236,0.218,0.558,168491.18,701,0.078,Entertainment,112.37,1,2,1,39455.27999999999,50.18832479683471
2024-03-08,93630.01,61951.69,0.36,0.29,0.656,32414.77,726,0.788,Rent/Bills,1779.96,2,1,1,31678.319999999992,66.16648871446239
2024-03-09,80566.37,43793.38,0.163,0.269,0.577,18578.76,651,0.835,Electronics,1949.13,1,1,1,36772.99,54.35689854215847
2024-03-10,80595.12,64188.15,0.458,0.419,0.591,93200.98,630,0.163,Rent/Bills,1075.31,3,2,1,16406.969999999994,79.64272526674073
2024-03-11,98765.68,68029.47,0.079,0.131,0.589,170358.76,705,0.854,Travel,691.83,1,2,1,30736.209999999992,68.87966548703963
2024-03-12,69679.11,49980.21,0.519,0.195,0.732,59857.59,684,0.687,Entertainment,1461.15,2,3,1,19698.9,71.72911651713117
2024-03-13,81922.42,65452.49,0.159,0.588,0.487,90125.4,731,0.52,Electronics,1998.77,1,4,0,16469.93,79.89569888194221
2024-03-14,70754.49,42310.14,0.531,0.18,0.758,17585.28,696,0.83,Travel,1047.66,2,1,1,28444.35000000001,59.79852303366189
2024-03-15,71310.08,61151.6,0.244,0.24,0.588,95324.92,710,0.419,Groceries,315.57,3,1,1,10158.480000000003,85.75449641901957
2024-03-16,73816.56,49199.8,0.447,0.372,0.595,119746.49,619,0.194,Healthcare,399.74,2,1,1,24616.759999999995,66.65143973113892
2024-03-17,84442.68,40446.13,0.226,0.41,0.503,118472.34,794,0.285,Travel,1415.08,2,3,1,43996.55,47.89773370527795
2024-03-18,70425.03,52674.37,0.548,0.558,0.655,73161.07,692,0.505,Groceries,1927.92,2,5,0,17750.659999999996,74.79495571389889
2024-03-19,105115.12,83737.93,0.12,0.368,0.515,69951.3,735,0.531,Groceries,1401.66,2,1,0,21377.19,79.66306845294949
2024-03-20,62107.85,34679.84,0.148,0.574,0.51,30258.49,658,0.806,Electronics,568.05,1,4,1,27428.01,55.83809454038418
2024-03-21,76262.57,63190.37,0.321,0.471,0.608,79691.68,715,0.791,Healthcare,1750.22,2,1,0,13072.200000000004,82.85895689064766
2024-03-22,71205.38,60743.29,0.095,0.168,0.54,28903.99,635,0.581,Groceries,829.06,3,2,1,10462.090000000004,85.3071635879199
2024-03-23,108939.56,58658.75,0.158,0.194,0.594,155653.23,723,0.781,Groceries,1151.53,2,3,1,50280.81,53.84522390213435
2024-03-24,83931.1,74846.46,0.569,0.362,0.668,193592.12,682,0.192,Healthcare,1190.18,2,2,1,9084.64,89.1760741846586
2024-03-25,100636.89,47335.14,0.587,0.338,0.672,194314.15,701,0.05,Entertainment,892.05,1,4,1,53301.75,47.03557512558268
2024-03-26,50288.79,25195.08,0.257,0.546,0.569,174363.51,735,0.874,Healthcare,1025.1,2,5,1,25093.71,50.10078786942378
2024-03-27,85341.01,41997.37,0.558,0.448,0.619,124150.51,638,0.076,Electronics,1285.57,1,5,1,43343.63999999999,49.21124087938496
2024-03-28,97792.62,82829.84,0.35,0.333,0.586,143164.48,666,0.247,Travel,554.0,2,3,0,14962.78,84.69947936766599
2024-03-29,81645.68,59368.35,0.198,0.202,0.6,64189.1,723,0.695,Electronics,375.12,2,4,1,22277.329999999994,72.71462495015047
2024-03-30,101309.61,48228.66,0.436,0.236,0.631,129846.38,805,0.409,Rent/Bills,120.0,3,3,1,53080.95,47.60521731354015
2024-03-31,69654.23,43196.89,0.412,0.445,0.661,96573.41,693,0.876,Travel,528.69,2,2,1,26457.34,62.01617618915607
2024-04-01,108186.95,76558.39,0.594,0.354,0.686,101583.29,730,0.298,Travel,573.38,2,5,1,31628.56,70.76490279095584
2024-04-02,125977.96,55648.5,0.196,0.409,0.496,153977.55,695,0.012,Entertainment,684.09,2,3,1,70329.46,44.173202995190586
2024-04-03,72743.23,61192.2,0.42,0.202,0.623,63564.49,797,0.301,Rent/Bills,1493.3,3,5,1,11551.03,84.12081784105546
2024-04-04,71089.95,57000.05,0.079,0.498,0.459,70427.53,613,0.578,Rent/Bills,1252.71,3,3,1,14089.899999999994,80.18018018018019
2024-04-05,109067.69,71177.94,0.113,0.612,0.459,185681.94,705,0.376,Healthcare,1468.76,3,3,1,37889.75,65.26033511849386
2024-04-06,111591.44,98598.1,0.052,0.255,0.495,20682.62,619,0.535,Healthcare,741.76,2,5,0,12993.339999999997,88.35632912345248
2024-04-07,69542.8,42343.25,0.6,0.395,0.704,102270.52,575,0.877,Healthcare,600.36,3,4,0,27199.550000000003,60.88804304687186
2024-04-08,71596.26,63867.82,0.491,0.685,0.645,183432.15,715,0.912,Electronics,1197.36,2,4,1,7728.439999999995,89.20552554002124
2024-04-09,74364.31,54580.43,0.483,0.3,0.657,125968.97,707,0.266,Rent/Bills,1084.7,2,1,1,19783.88,73.39600138830038
2024-04-10,53110.99,38098.41,0.33,0.457,0.582,113817.34,686,0.462,Groceries,1648.17,3,5,1,15012.579999999994,71.73357152634512
2024-04-11,61626.96,29764.43,0.215,0.154,0.608,57451.39,695,0.549,Entertainment,279.7,2,2,1,31862.53,48.29774176756407
2024-04-12,59917.18,50388.19,0.133,0.464,0.503,75222.34,850,0.949,Healthcare,100.14,2,4,0,9528.989999999998,84.09639772766342
2024-04-13,64644.05,39674.95,0.207,0.154,0.647,171889.2,687,0.999,Groceries,1746.97,3,4,1,24969.10000000001,61.37448071400229
2024-04-14,79306.3,38155.59,0.257,0.676,0.482,116251.45,726,0.235,Travel,1175.35,2,3,1,41150.71000000001,48.11167586938237
2024-04-15,84684.29,34407.55,0.466,0.529,0.642,107801.02,668,0.727,Travel,1530.08,2,2,1,50276.73999999999,40.63038138478814
2024-04-16,111010.01,75473.25,0.347,0.573,0.557,28920.15,715,0.378,Entertainment,1509.97,1,4,1,35536.759999999995,67.98778776796796
2024-04-17,60032.92,39843.84,0.093,0.522,0.429,13045.35,688,0.008,Entertainment,1644.77,2,4,1,20189.08,66.36998500156247
2024-04-18,99686.45,75729.48,0.06,0.454,0.427,193100.19,679,0.009,Healthcare,1244.7,2,2,1,23956.97,75.96767665013651
2024-04-19,75720.22,63993.36,0.106,0.37,0.482,81627.37,791,0.461,Rent/Bills,989.32,3,3,1,11726.86,84.51290817697044
2024-04-20,79010.73,34741.28,0.276,0.615,0.515,124610.48,759,0.488,Entertainment,264.68,1,1,1,44269.45,43.97033162457808
2024-04-21,93496.39,71594.7,0.563,0.674,0.59,25145.86,707,0.023,Rent/Bills,1102.73,2,4,0,21901.69,76.5748281832058
2024-04-22,57545.56,28410.59,0.401,0.399,0.608,139791.71,585,0.687,Entertainment,816.29,2,1,1,29134.97,49.37060304913186
2024-04-23,87648.19,72668.11,0.491,0.659,0.588,187187.67,682,0.294,Electronics,935.86,2,4,1,14980.080000000002,82.90885413606374
2024-04-24,83329.04,67457.51,0.307,0.45,0.541,119376.4,835,0.56,Groceries,1036.19,2,5,0,15871.53,80.95318270797311
2024-04-25,89849.03,60234.51,0.249,0.423,0.541,33961.91,688,0.301,Healthcare,792.49,3,1,1,29614.52,67.03968868667809
2024-04-26,85783.37,64776.86,0.11,0.373,0.467,120527.09,755,0.167,Travel,1453.88,2,4,0,21006.509999999995,75.51214180557373
2024-04-27,129106.0,71934.64,0.532,0.226,0.683,155605.97,772,0.407,Healthcare,1935.23,2,4,1,57171.36,55.71750344678017
2024-04-28,67245.2,42739.97,0.481,0.102,0.691,87219.14,711,0.232,Travel,803.48,2,2,1,24505.23,63.55839524605474
2024-04-29,69380.06,56254.63,0.142,0.245,0.547,177169.17,658,0.535,Travel,1248.35,1,1,1,13125.43,81.08184109382435
2024-04-30,67537.19,42523.62,0.332,0.406,0.528,133249.76,578,0.199,Entertainment,850.75,1,5,1,25013.57,62.96326512844257
2024-05-01,68890.46,39880.63,0.318,0.328,0.6,180857.29,734,0.508,Electronics,1251.52,2,1,1,29009.83000000001,57.88991683318705
2024-05-02,67252.26,43519.35,0.394,0.369,0.585,128466.01,659,0.157,Electronics,1567.11,2,3,1,23732.91,64.71061344258172
2024-05-03,103780.33,84490.12,0.57,0.688,0.654,34944.71,709,0.671,Entertainment,554.67,1,2,0,19290.210000000006,81.41246033810067
2024-05-04,108410.08,61534.0,0.369,0.31,0.639,68841.43,638,0.754,Rent/Bills,1280.04,3,4,1,46876.08,56.76040456754576
2024-05-05,68585.07,33392.76,0.347,0.371,0.571,48341.04,687,0.11,Travel,541.07,2,1,1,35192.310000000005,48.68808911327203
2024-05-06,63352.89,47895.23,0.078,0.18,0.541,182677.03,702,0.468,Electronics,1685.55,2,5,1,15457.659999999996,75.60070266723429
2024-05-07,89428.31,72704.24,0.085,0.129,0.51,154476.01,713,0.071,Electronics,920.94,2,2,1,16724.069999999992,81.29890858946122
2024-05-08,68955.54,31051.97,0.153,0.565,0.488,138515.69,644,0.598,Groceries,1242.86,3,1,1,37903.56999999999,45.03187126081531
2024-05-09,92658.64,48176.66,0.068,0.442,0.444,67183.6,760,0.264,Rent/Bills,661.41,2,4,1,44481.98,51.993705066251785
2024-05-10,84058.46,39590.36,0.459,0.556,0.614,44968.51,670,0.528,Entertainment,1873.2,1,1,1,44468.100000000006,47.09860256778437
2024-05-11,49685.12,28517.8,0.448,0.19,0.663,153725.71,616,0.517,Entertainment,74.87,2,5,1,21167.320000000003,57.39706374866358
2024-05-12,110950.1,69363.29,0.125,0.443,0.552,100090.01,695,0.924,Travel,1297.64,2,4,1,41586.81000000001,62.51755518922469
2024-05-13,115917.55,89768.08,0.51,0.252,0.708,52900.01,702,0.549,Entertainment,1144.31,1,4,0,26149.47,77.44131928254177
2024-05-14,67744.23,49153.44,0.135,0.237,0.562,127158.18,708,0.583,Rent/Bills,1860.27,2,2,1,18590.789999999997,72.55738237780547
2024-05-15,72245.97,51328.18,0.216,0.107,0.581,17663.43,768,0.402,Travel,920.98,2,5,1,20917.79,71.04642653424129
2024-05-16,85717.31,49389.24,0.187,0.178,0.63,71972.35,688,0.949,Entertainment,840.19,1,5,1,36328.07,57.61874701854269
2024-05-17,86689.14,71147.83,0.255,0.286,0.62,99025.83,694,0.777,Electronics,59.83,2,5,0,15541.309999999998,82.07236800365075
2024-05-18,93170.89,59223.48,0.19,0.17,0.551,38112.08,645,0.285,Groceries,1239.49,2,3,1,33947.41,63.56436006997465
2024-05-19,120204.09,106927.85,0.319,0.692,0.559,197084.35,741,0.844,Healthcare,564.02,3,1,1,13276.23999999999,88.95525102348849
2024-05-20,76461.06,54828.01,0.274,0.285,0.593,49728.5,709,0.432,Groceries,1853.2,3,5,1,21633.05,71.70710162793978
2024-05-21,64034.06,29656.24,0.593,0.178,0.777,34767.09,679,0.829,Entertainment,759.77,1,4,1,34377.81999999999,46.31322767914451
2024-05-22,52413.62,38685.9,0.081,0.219,0.537,48671.63,605,0.823,Entertainment,702.38,1,1,1,13727.72,73.80886876350078
2024-05-23,65381.4,36780.44,0.128,0.453,0.454,156121.62,772,0.189,Travel,144.04,2,2,1,28600.96,56.25520407944767
2024-05-24,79337.46,58960.71,0.079,0.138,0.552,90846.08,639,0.701,Entertainment,889.29,1,1,1,20376.750000000007,74.31635698949776
2024-05-25,115891.16,50391.86,0.394,0.617,0.553,117429.03,670,0.291,Rent/Bills,131.87,3,5,1,65499.3,43.48205678500413
2024-05-26,69647.77,33949.16,0.08,0.677,0.42,13991.74,718,0.297,Travel,716.33,2,5,1,35698.61,48.74407321296863
2024-05-27,84475.76,69934.83,0.51,0.248,0.663,16541.95,640,0.296,Travel,679.52,2,4,0,14540.929999999991,82.78686098828825
2024-05-28,79671.54,40918.49,0.332,0.37,0.605,94706.85,625,0.726,Travel,392.0,1,5,1,38753.05,51.35897963061842
2024-05-29,103767.87,84936.13,0.34,0.113,0.599,165164.5,594,0.23,Entertainment,1632.87,2,3,1,18831.73999999999,81.85205112141168
2024-05-30,130538.65,70443.62,0.359,0.484,0.534,178195.39,736,0.001,Travel,921.72,2,3,1,60095.03,53.96380305756188
2024-05-31,69382.62,50055.47,0.144,0.348,0.55,26474.25,673,0.715,Travel,555.03,2,5,1,19327.149999999998,72.14410467635844
2024-06-01,70211.21,52453.06,0.159,0.262,0.477,112288.99,846,0.171,Rent/Bills,130.77,2,3,1,17758.15000000001,74.70752889745098
2024-06-02,100883.22,66212.42,0.225,0.224,0.538,183513.64,650,0.104,Healthcare,1802.36,3,3,1,34670.8,65.63273852678374
2024-06-03,93637.83,51749.45,0.376,0.492,0.56,83714.82,654,0.238,Healthcare,302.28,2,1,1,41888.380000000005,55.26553744357382
2024-06-04,116934.15,59206.35,0.166,0.35,0.524,167617.51,672,0.38,Rent/Bills,1875.63,3,2,1,57727.8,50.6322147978157
2024-06-05,91678.56,38192.8,0.114,0.208,0.547,35402.17,712,0.476,Rent/Bills,53.11,2,3,1,53485.76,41.65946760071276
2024-06-06,72814.16,40191.46,0.584,0.513,0.627,187724.95,676,0.045,Entertainment,1297.68,1,2,1,32622.700000000004,55.19731326983652
2024-06-07,91813.1,66709.69,0.062,0.439,0.523,152770.43,731,0.971,Electronics,1206.52,2,2,1,25103.410000000003,72.65813919800117
2024-06-08,102174.07,88804.84,0.491,0.615,0.628,188853.53,651,0.716,Rent/Bills,1202.18,3,1,1,13369.23000000001,86.91524180254343
2024-06-09,96409.64,80560.11,0.483,0.17,0.667,138557.27,631,0.323,Travel,1334.43,2,2,0,15849.53,83.56022281589269
2024-06-10,90145.48,70586.83,0.213,0.571,0.471,79046.75,610,0.319,Travel,1147.94,2,1,0,19558.649999999998,78.30323827661687
2024-06-11,101333.49,80481.46,0.125,0.504,0.455,188254.42,589,0.449,Electronics,1950.34,2,5,1,20852.03,79.42237062988752
2024-06-12,103385.91,75729.4,0.13,0.169,0.572,62357.69,674,0.626,Electronics,265.72,2,2,1,27656.51000000001,73.24924643986786
2024-06-13,107643.18,57066.32,0.434,0.517,0.579,73112.78,685,0.146,Travel,1756.92,1,1,1,50576.85999999999,53.014338669667694
2024-06-14,92974.2,79362.54,0.404,0.365,0.596,143153.6,668,0.189,Entertainment,573.76,1,5,1,13611.660000000003,85.35974496150544
2024-06-15,76657.64,56371.43,0.481,0.667,0.623,155410.1,762,0.859,Healthcare,980.3,2,2,1,20286.21,73.53661031046612
2024-06-16,82934.27,56413.58,0.566,0.185,0.693,186586.66,761,0.256,Rent/Bills,889.81,2,1,1,26520.69,68.02203721091414
2024-06-17,104130.18,47430.75,0.431,0.486,0.607,48912.46,683,0.38,Travel,629.87,1,2,1,56699.42999999999,45.54947470560408
2024-06-18,63661.29,39694.58,0.136,0.329,0.544,161619.63,610,0.871,Electronics,1609.09,2,5,1,23966.71,62.35277356145312
2024-06-19,87373.47,55060.94,0.184,0.674,0.495,150323.75,672,0.663,Entertainment,1114.98,2,4,1,32312.53,63.01791607910273
2024-06-20,72133.22,60035.17,0.513,0.298,0.669,22120.97,670,0.342,Healthcare,1227.82,2,4,0,12098.050000000005,83.22818529382162
2024-06-21,80574.9,54253.02,0.165,0.677,0.487,83572.4,667,0.684,Electronics,1337.19,1,5,1,26321.88,67.33240748669871
2024-06-22,105569.04,62306.87,0.09,0.641,0.397,63725.44,665,0.02,Travel,1564.77,2,1,1,43262.16999999999,59.02002140021355
2024-06-23,83821.98,74467.46,0.437,0.262,0.684,67853.18,667,0.736,Electronics,215.16,1,2,0,9354.51999999999,88.84001547088248
2024-06-24,80928.73,36851.73,0.271,0.582,0.534,196759.91,681,0.487,Rent/Bills,1718.05,3,5,1,44076.99999999999,45.536029046792166
2024-06-25,52802.88,32277.04,0.556,0.697,0.653,132127.71,668,0.813,Rent/Bills,78.98,2,1,1,20525.84,61.12742335266562
2024-06-26,94925.07,39964.63,0.408,0.252,0.705,146358.47,710,0.955,Travel,1533.11,1,2,1,54960.44000000001,42.101238376753365
2024-06-27,92909.68,71536.0,0.1,0.362,0.554,195557.35,718,0.926,Entertainment,1930.26,1,1,1,21373.679999999997,76.99520652745764
2024-06-28,123265.09,105889.43,0.571,0.412,0.721,81668.34,654,0.909,Groceries,309.58,2,3,0,17375.660000000003,85.90382727177662
2024-06-29,73844.44,39877.37,0.192,0.277,0.55,162349.63,764,0.512,Travel,381.52,1,4,1,33967.07,54.00185850146606
2024-06-30,84383.01,69967.93,0.235,0.109,0.591,92560.88,651,0.36,Healthcare,51.67,3,4,1,14415.080000000002,82.91708247904405
2024-07-01,84987.67,46412.54,0.271,0.232,0.58,175211.4,619,0.465,Rent/Bills,1596.15,2,2,1,38575.13,54.61091002965489
2024-07-02,111549.07,95417.41,0.078,0.269,0.54,44324.93,719,0.69,Entertainment,885.37,1,1,0,16131.660000000003,85.53850785129808
2024-07-03,78094.09,60677.62,0.323,0.366,0.63,190060.37,659,0.884,Travel,439.9,1,5,1,17416.469999999994,77.69809469577021
2024-07-04,85580.43,68674.31,0.118,0.203,0.522,51566.62,716,0.207,Healthcare,1911.13,2,2,0,16906.119999999995,80.24534347396947
2024-07-05,92157.93,37692.9,0.271,0.624,0.533,71981.9,580,0.918,Electronics,561.25,2,3,0,54465.02999999999,40.90033272231701
2024-07-06,83732.18,73801.98,0.243,0.523,0.55,153676.52,770,0.815,Groceries,914.13,2,2,1,9930.199999999995,88.14052136227673
2024-07-07,71071.33,54251.27,0.475,0.151,0.746,84813.48,734,0.979,Entertainment,1039.73,1,3,1,16820.060000000005,76.33355109577941
2024-07-08,83881.8,46334.26,0.492,0.49,0.66,125560.16,625,0.88,Healthcare,1009.2,2,3,1,37547.54,55.237560471997504
2024-07-09,101472.63,82669.49,0.134,0.492,0.457,94468.97,626,0.28,Electronics,1239.66,1,3,0,18803.14,81.46974213637708
2024-07-10,59469.69,32158.87,0.252,0.674,0.447,151050.29,784,0.106,Rent/Bills,200.14,2,3,1,27310.820000000003,54.07606799362835
2024-07-11,82659.39,69134.41,0.255,0.102,0.58,53382.94,663,0.112,Electronics,1064.59,2,5,0,13524.979999999996,83.63769681823203
2024-07-12,65997.58,30114.05,0.133,0.249,0.518,21107.02,658,0.291,Entertainment,252.34,1,4,1,35883.53,45.62902154897194
2024-07-13,103900.93,78117.19,0.489,0.657,0.586,66986.59,587,0.614,Healthcare,929.21,3,5,1,25783.73999999999,75.18430297014666
2024-07-14,49536.26,33206.6,0.439,0.659,0.618,100118.65,682,0.804,Entertainment,1630.01,2,3,1,16329.660000000003,67.03493562089669
2024-07-15,68821.56,30850.45,0.155,0.532,0.541,41923.81,689,0.899,Travel,400.25,1,5,1,37971.11,44.82672290485714
2024-07-16,87544.24,45605.9,0.252,0.559,0.539,77411.49,736,0.624,Healthcare,996.68,2,3,1,41938.34,52.09468949641918
2024-07-17,111310.48,45214.54,0.108,0.155,0.488,85996.77,630,0.006,Electronics,1431.68,2,4,1,66095.94,40.62020036208631
2024-07-18,78684.99,49916.5,0.396,0.408,0.568,20904.45,624,0.186,Electronics,1067.12,1,3,1,28768.490000000005,63.43840165703776
2024-07-19,68896.01,37936.39,0.117,0.239,0.501,120828.38,723,0.1,Electronics,1489.86,2,4,1,30959.619999999995,55.06326128320058
2024-07-20,117623.14,82239.6,0.592,0.209,0.714,178025.25,750,0.363,Electronics,594.53,1,3,1,35383.53999999999,69.9178750031669
2024-07-21,51039.72,28001.36,0.479,0.586,0.597,38831.15,621,0.501,Electronics,1994.53,2,5,1,23038.36,54.86189971261598
2024-07-22,36023.88,19811.68,0.265,0.181,0.555,123583.52,754,0.043,Entertainment,924.85,1,4,1,16212.199999999995,54.99596378846476
2024-07-23,88800.29,68518.0,0.368,0.381,0.605,136300.45,702,0.348,Travel,522.11,1,4,1,20282.289999999997,77.15965792454057
2024-07-24,69958.92,29667.58,0.551,0.663,0.587,89673.59,755,0.179,Entertainment,1948.84,2,2,1,40291.34,42.40714407826765
2024-07-25,59575.34,50725.28,0.355,0.211,0.663,143208.54,696,0.647,Entertainment,981.72,1,1,1,8850.059999999998,85.14475955991188
2024-07-26,94167.13,77794.47,0.146,0.687,0.423,88038.99,574,0.464,Travel,1495.56,2,5,0,16372.660000000003,82.61318997403872
2024-07-27,84876.01,62290.71,0.258,0.697,0.511,105881.08,692,0.495,Healthcare,1819.67,2,5,1,22585.3,73.39024301448667
2024-07-28,68718.43,47870.0,0.514,0.433,0.643,11397.08,753,0.428,Electronics,1613.24,2,4,1,20848.429999999997,69.66107927669476
2024-07-29,54393.91,46025.48,0.404,0.202,0.701,141426.82,655,0.956,Entertainment,416.07,2,3,1,8368.43,84.61513430455726
2024-07-30,97449.15,48009.79,0.408,0.29,0.62,135655.11,681,0.215,Groceries,121.64,2,3,1,49439.35999999999,49.26650463344217
2024-07-31,93004.02,40873.83,0.527,0.355,0.688,17296.17,691,0.517,Rent/Bills,1280.49,3,2,1,52130.19,43.94845513129432
2024-08-01,78016.48,40549.46,0.542,0.286,0.682,79967.52,555,0.736,Entertainment,1989.52,1,4,0,37467.02,51.97550568802899
2024-08-02,116932.74,93229.2,0.556,0.268,0.695,196016.05,784,0.557,Electronics,1168.15,1,3,1,23703.540000000008,79.72891082514614
2024-08-03,58598.3,24455.13,0.102,0.683,0.481,89939.95,655,0.929,Travel,284.59,2,1,1,34143.17,41.73351445349097
2024-08-04,49489.5,34217.21,0.349,0.192,0.63,105369.63,725,0.378,Electronics,1464.53,2,2,1,15272.29,69.14034290101941
2024-08-05,66161.84,59394.72,0.457,0.54,0.62,182886.73,696,0.464,Entertainment,413.57,1,3,1,6767.119999999995,89.77186849700674
2024-08-06,79088.28,65473.08,0.466,0.1,0.653,146279.76,763,0.089,Travel,1809.17,1,5,1,13615.199999999995,82.78480705358619
2024-08-07,84866.79,56073.43,0.384,0.458,0.616,120593.32,720,0.609,Groceries,1833.12,2,1,1,28793.359999999997,66.07228811175727
2024-08-08,75175.28,32462.22,0.142,0.65,0.451,161582.89,688,0.288,Rent/Bills,526.12,2,5,1,42713.06,43.182040692099854
2024-08-09,87041.11,70998.28,0.489,0.273,0.641,174229.59,655,0.16,Rent/Bills,1703.94,2,3,1,16042.830000000002,81.56867484801147
2024-08-10,54969.21,38450.37,0.446,0.211,0.677,96808.73,740,0.545,Groceries,1171.67,3,1,1,16518.839999999997,69.9489223148741
2024-08-11,108875.29,49806.8,0.097,0.491,0.461,100270.59,606,0.532,Entertainment,646.64,1,1,1,59068.48999999999,45.74665197217845
2024-08-12,78356.98,35019.98,0.305,0.528,0.513,83349.68,732,0.076,Electronics,1960.08,1,4,1,43336.99999999999,44.69286590677692
2024-08-13,102345.92,87486.66,0.146,0.513,0.506,193674.17,645,0.698,Healthcare,1760.34,3,5,1,14859.259999999997,85.48133623695014
2024-08-14,86854.51,63803.33,0.236,0.292,0.576,142461.59,763,0.624,Travel,1199.41,1,2,1,23051.179999999997,73.4600080064927
2024-08-15,89135.06,72613.29,0.06,0.251,0.49,25812.38,708,0.189,Electronics,838.22,2,5,0,16521.770000000004,81.46434186503043
2024-08-16,91395.35,76725.43,0.27,0.674,0.509,173962.33,732,0.469,Rent/Bills,190.82,3,1,1,14669.920000000013,83.9489426978506
2024-08-17,88954.17,61012.44,0.352,0.654,0.581,101306.39,704,0.72,Travel,1359.59,1,1,1,27941.73,68.58862265816207
2024-08-18,92854.46,61165.38,0.391,0.374,0.603,23063.24,612,0.529,Travel,259.17,1,4,1,31689.08000000001,65.87231243388847
2024-08-19,106583.05,65571.35,0.415,0.608,0.569,114446.28,657,0.395,Travel,278.32,1,2,1,41011.7,61.5213676095777
2024-08-20,83930.42,46872.9,0.51,0.371,0.65,89261.21,734,0.322,Rent/Bills,1616.66,3,1,1,37057.52,55.84733163494238
2024-08-21,94180.08,58137.17,0.169,0.355,0.555,176772.39,708,0.61,Electronics,1490.81,1,3,1,36042.91,61.7297946657085
2024-08-22,78205.29,61542.85,0.116,0.194,0.581,48758.97,759,0.939,Healthcare,1962.92,3,1,1,16662.439999999995,78.69397325935368
2024-08-23,108802.34,76266.28,0.518,0.356,0.696,167028.28,720,0.672,Travel,1820.12,2,3,1,32536.06,70.0961762403272
2024-08-24,66472.15,56252.83,0.136,0.422,0.46,115960.85,652,0.075,Entertainment,1002.0,1,4,1,10219.319999999992,84.62616298705548
2024-08-25,116018.81,72127.73,0.586,0.114,0.744,20375.96,660,0.461,Entertainment,818.25,2,5,1,43891.08,62.16899656185062
2024-08-26,79196.84,55718.52,0.513,0.366,0.719,194650.61,705,0.891,Rent/Bills,1304.44,2,3,1,23478.32,70.35447373910372
2024-08-27,51384.5,36773.51,0.325,0.569,0.485,107396.9,584,0.094,Entertainment,1823.5,2,5,1,14610.989999999998,71.56537477254814
2024-08-28,82562.09,57450.71,0.59,0.508,0.704,65266.6,784,0.989,Healthcare,1216.63,3,3,1,25111.38,69.58485425938224
2024-08-29,66378.97,49871.64,0.104,0.481,0.532,99187.3,722,0.949,Rent/Bills,526.09,2,1,1,16507.33,75.13168703883173
2024-08-30,96812.87,50218.46,0.217,0.646,0.444,172992.98,761,0.078,Groceries,783.86,2,2,1,46594.41,51.871677804820784
2024-08-31,66947.52,43929.75,0.401,0.111,0.704,67931.59,621,0.933,Entertainment,232.5,1,3,1,23017.770000000004,65.6181886946671
